trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.8, 'e': 0.99}",30,0,-193.36232971607217,"{0: 18, 1: 4, 2: 3, 3: 2, 4: 3}",0
2,False,"{'a': 0.8, 'e': 0.9801}",20,0,-85.93846319994353,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
3,False,"{'a': 0.8, 'e': 0.970299}",25,0,-49.3481136203174,"{0: 18, 1: 1, 2: 5, 3: 1, 4: 0}",0
4,False,"{'a': 0.8, 'e': 0.9605960100000001}",20,0,-71.42718930715955,"{0: 14, 1: 3, 2: 1, 3: 1, 4: 1}",0
5,False,"{'a': 0.8, 'e': 0.9509900499}",20,0,-121.88286833665455,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
6,False,"{'a': 0.8, 'e': 0.941480149401}",25,0,-127.36279397536315,"{0: 16, 1: 2, 2: 5, 3: 0, 4: 2}",0
7,False,"{'a': 0.8, 'e': 0.93206534790699}",25,0,-103.68831530499642,"{0: 15, 1: 2, 2: 6, 3: 1, 4: 1}",0
8,False,"{'a': 0.8, 'e': 0.9227446944279202}",25,5,-109.21684133267863,"{0: 11, 1: 2, 2: 4, 3: 2, 4: 1}",1
9,False,"{'a': 0.8, 'e': 0.9135172474836409}",25,0,-104.20636243597441,"{0: 18, 1: 2, 2: 3, 3: 0, 4: 2}",0
10,False,"{'a': 0.8, 'e': 0.9043820750088045}",30,0,-86.20182707116338,"{0: 21, 1: 4, 2: 3, 3: 1, 4: 1}",0
11,False,"{'a': 0.8, 'e': 0.8953382542587165}",20,0,-178.2337102183771,"{0: 12, 1: 1, 2: 3, 3: 0, 4: 4}",0
12,False,"{'a': 0.8, 'e': 0.8863848717161293}",20,0,-128.82339750284515,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 2}",0
13,False,"{'a': 0.8, 'e': 0.8775210229989681}",20,0,-111.32743830903746,"{0: 10, 1: 3, 2: 5, 3: 1, 4: 1}",0
14,False,"{'a': 0.8, 'e': 0.8687458127689783}",20,13,-17.44219224702136,"{0: 4, 1: 1, 2: 2, 3: 0, 4: 0}",1
15,False,"{'a': 0.8, 'e': 0.8600583546412885}",20,12,-3.9012239250672787,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
16,False,"{'a': 0.8, 'e': 0.8514577710948756}",20,0,-232.95078215859436,"{0: 9, 1: 1, 2: 4, 3: 2, 4: 4}",0
17,False,"{'a': 0.8, 'e': 0.8429431933839269}",20,0,-54.250454095980814,"{0: 13, 1: 5, 2: 1, 3: 0, 4: 1}",0
18,False,"{'a': 0.8, 'e': 0.8345137614500876}",25,0,-17.914138376107463,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
19,False,"{'a': 0.8, 'e': 0.8261686238355868}",25,0,-112.5312225355522,"{0: 18, 1: 1, 2: 3, 3: 1, 4: 2}",1
20,False,"{'a': 0.8, 'e': 0.8179069375972309}",20,2,-69.80326241582057,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 2}",1
21,False,"{'a': 0.8, 'e': 0.8097278682212585}",20,8,-75.42389622931405,"{0: 5, 1: 3, 2: 3, 3: 0, 4: 1}",1
22,False,"{'a': 0.8, 'e': 0.801630589539046}",20,0,-58.87083628815724,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
23,False,"{'a': 0.8, 'e': 0.7936142836436555}",30,0,-101.83293329682753,"{0: 18, 1: 1, 2: 10, 3: 1, 4: 0}",0
24,False,"{'a': 0.8, 'e': 0.785678140807219}",20,11,-81.04363322740187,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 2}",1
25,False,"{'a': 0.8, 'e': 0.7778213593991468}",25,0,-70.72565115853108,"{0: 16, 1: 3, 2: 4, 3: 2, 4: 0}",0
26,False,"{'a': 0.8, 'e': 0.7700431458051553}",25,0,-47.10049693702349,"{0: 16, 1: 5, 2: 4, 3: 0, 4: 0}",0
27,False,"{'a': 0.8, 'e': 0.7623427143471038}",25,13,-21.728045053932767,"{0: 7, 1: 3, 2: 2, 3: 0, 4: 0}",1
28,False,"{'a': 0.8, 'e': 0.7547192872036327}",20,0,-37.41383674375436,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
29,False,"{'a': 0.8, 'e': 0.7471720943315964}",25,0,-119.9915204471992,"{0: 16, 1: 3, 2: 4, 3: 0, 4: 2}",0
30,False,"{'a': 0.8, 'e': 0.7397003733882804}",20,6,-42.25023392781046,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 1}",1
31,False,"{'a': 0.8, 'e': 0.7323033696543976}",25,0,-157.77727158042873,"{0: 15, 1: 1, 2: 3, 3: 5, 4: 1}",0
32,False,"{'a': 0.8, 'e': 0.7249803359578536}",25,0,-94.81650192222459,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 2}",1
33,False,"{'a': 0.8, 'e': 0.717730532598275}",20,1,-86.74076477202969,"{0: 10, 1: 4, 2: 4, 3: 0, 4: 1}",1
34,False,"{'a': 0.8, 'e': 0.7105532272722923}",25,0,-96.47994369045091,"{0: 15, 1: 5, 2: 3, 3: 1, 4: 1}",0
35,False,"{'a': 0.8, 'e': 0.7034476949995694}",20,2,-81.49022903078836,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 2}",1
36,False,"{'a': 0.8, 'e': 0.6964132180495737}",20,0,-154.34078114368276,"{0: 13, 1: 0, 2: 3, 3: 1, 4: 3}",0
37,False,"{'a': 0.8, 'e': 0.6894490858690779}",20,0,-56.22289149280317,"{0: 14, 1: 4, 2: 1, 3: 0, 4: 1}",0
38,False,"{'a': 0.8, 'e': 0.6825545950103872}",30,0,-65.65730404458495,"{0: 22, 1: 3, 2: 4, 3: 0, 4: 1}",0
39,False,"{'a': 0.8, 'e': 0.6757290490602833}",25,0,-37.49894666951042,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
40,False,"{'a': 0.8, 'e': 0.6689717585696805}",20,12,2.214485157832997,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
41,False,"{'a': 0.8, 'e': 0.6622820409839837}",25,11,-10.35186924532435,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
42,False,"{'a': 0.8, 'e': 0.6556592205741438}",25,0,-183.85509918518787,"{0: 14, 1: 3, 2: 3, 3: 2, 4: 3}",0
43,False,"{'a': 0.8, 'e': 0.6491026283684024}",25,5,-89.1612879697224,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 2}",1
44,False,"{'a': 0.8, 'e': 0.6426116020847183}",20,0,-0.6103766010993474,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
45,False,"{'a': 0.8, 'e': 0.6361854860638712}",20,0,-9.03990997083922,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
46,False,"{'a': 0.8, 'e': 0.6298236312032325}",25,7,-4.567482701988225,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 0}",1
47,False,"{'a': 0.8, 'e': 0.6235253948912002}",30,10,-124.5029631167327,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 3}",1
48,False,"{'a': 0.8, 'e': 0.6172901409422882}",20,0,-28.475322482450636,"{0: 14, 1: 4, 2: 1, 3: 1, 4: 0}",0
49,False,"{'a': 0.8, 'e': 0.6111172395328653}",30,11,-12.056102863599495,"{0: 14, 1: 4, 2: 1, 3: 0, 4: 0}",1
50,False,"{'a': 0.8, 'e': 0.6050060671375367}",30,0,-71.93730094529005,"{0: 22, 1: 2, 2: 5, 3: 0, 4: 1}",0
51,False,"{'a': 0.8, 'e': 0.5989560064661613}",30,0,-79.81784735075513,"{0: 20, 1: 4, 2: 4, 3: 2, 4: 0}",0
52,False,"{'a': 0.8, 'e': 0.5929664464014998}",20,14,-3.6345962453727614,"{0: 4, 1: 2, 2: 0, 3: 0, 4: 0}",1
53,False,"{'a': 0.8, 'e': 0.5870367819374848}",25,7,-118.24101088629203,"{0: 12, 1: 3, 2: 0, 3: 0, 4: 3}",1
54,False,"{'a': 0.8, 'e': 0.5811664141181099}",20,12,1.314100686009972,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
55,False,"{'a': 0.8, 'e': 0.5753547499769288}",25,5,-124.1484931605549,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 3}",1
56,False,"{'a': 0.8, 'e': 0.5696012024771595}",25,0,-56.27533211372728,"{0: 20, 1: 2, 2: 1, 3: 1, 4: 1}",0
57,False,"{'a': 0.8, 'e': 0.563905190452388}",30,0,-49.81487505546065,"{0: 23, 1: 2, 2: 4, 3: 0, 4: 1}",0
58,False,"{'a': 0.8, 'e': 0.5582661385478641}",25,0,-24.448111329202373,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
59,False,"{'a': 0.8, 'e': 0.5526834771623854}",20,16,4.6048080159064995,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
60,False,"{'a': 0.8, 'e': 0.5471566423907616}",20,0,-37.030872920343256,"{0: 15, 1: 4, 2: 0, 3: 0, 4: 1}",0
61,False,"{'a': 0.8, 'e': 0.5416850759668539}",20,0,-54.94450953311257,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
62,False,"{'a': 0.8, 'e': 0.5362682252071853}",25,0,-66.35280046836186,"{0: 19, 1: 3, 2: 0, 3: 2, 4: 1}",0
63,False,"{'a': 0.8, 'e': 0.5309055429551135}",20,0,3.3068119279783295,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
64,False,"{'a': 0.8, 'e': 0.5255964875255623}",20,0,-15.138173102967468,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
65,False,"{'a': 0.8, 'e': 0.5203405226503067}",25,11,10.057758013953189,"{0: 12, 1: 2, 2: 0, 3: 0, 4: 0}",1
66,False,"{'a': 0.8, 'e': 0.5151371174238036}",30,13,-101.75818455236181,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 3}",1
67,False,"{'a': 0.8, 'e': 0.5099857462495656}",20,5,-11.944787139171959,"{0: 11, 1: 3, 2: 1, 3: 0, 4: 0}",1
68,False,"{'a': 0.8, 'e': 0.50488588878707}",30,13,-22.302764589481114,"{0: 12, 1: 2, 2: 3, 3: 0, 4: 0}",1
69,False,"{'a': 0.8, 'e': 0.49983702989919926}",25,0,-63.09057400965061,"{0: 20, 1: 1, 2: 2, 3: 1, 4: 1}",0
70,False,"{'a': 0.8, 'e': 0.4948386596002073}",20,0,5.383817474418721,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
71,False,"{'a': 0.8, 'e': 0.48989027300420523}",20,0,-56.87455975736449,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 2}",0
72,False,"{'a': 0.8, 'e': 0.48499137027416317}",20,0,-45.17799713887076,"{0: 15, 1: 1, 2: 2, 3: 2, 4: 0}",0
73,False,"{'a': 0.8, 'e': 0.48014145657142154}",20,13,13.022713103220926,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
74,False,"{'a': 0.8, 'e': 0.47534004200570734}",25,0,-37.11803275693391,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
75,False,"{'a': 0.8, 'e': 0.4705866415856503}",25,8,3.9602786839164867,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
76,False,"{'a': 0.8, 'e': 0.46588077516979376}",25,9,2.4844959909874644,"{0: 13, 1: 2, 2: 1, 3: 0, 4: 0}",1
77,False,"{'a': 0.8, 'e': 0.46122196741809585}",20,11,16.01105251377871,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
78,False,"{'a': 0.8, 'e': 0.4566097477439149}",30,12,-45.36678281201156,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 1}",1
79,False,"{'a': 0.8, 'e': 0.45204365026647575}",25,5,21.53188537216644,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
80,False,"{'a': 0.8, 'e': 0.447523213763811}",30,16,13.976111965971333,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
81,False,"{'a': 0.8, 'e': 0.44304798162617287}",20,0,-30.415979903659057,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",1
82,False,"{'a': 0.8, 'e': 0.43861750180991116}",20,13,-0.09768031495320106,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
83,False,"{'a': 0.8, 'e': 0.43423132679181203}",20,9,-66.36665951135771,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 2}",1
84,False,"{'a': 0.8, 'e': 0.4298890135238939}",25,15,-16.26449347905015,"{0: 7, 1: 2, 2: 0, 3: 1, 4: 0}",1
85,False,"{'a': 0.8, 'e': 0.425590123388655}",20,12,-32.838656238668285,"{0: 4, 1: 0, 2: 4, 3: 0, 4: 0}",1
86,False,"{'a': 0.8, 'e': 0.42133422215476846}",25,0,-33.79684426952794,"{0: 19, 1: 1, 2: 5, 3: 0, 4: 0}",0
87,False,"{'a': 0.8, 'e': 0.4171208799332208}",20,0,-62.362555705200414,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
88,False,"{'a': 0.8, 'e': 0.4129496711338886}",20,9,-3.28689610414457,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
89,False,"{'a': 0.8, 'e': 0.4088201744225497}",20,4,13.40128659767853,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
90,False,"{'a': 0.8, 'e': 0.4047319726783242}",20,0,-2.1928970618562067,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
91,False,"{'a': 0.8, 'e': 0.400684652951541}",25,7,-26.844435222635003,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 0}",1
92,False,"{'a': 0.8, 'e': 0.3966778064220256}",30,9,-79.48642051559983,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 2}",1
93,False,"{'a': 0.8, 'e': 0.39271102835780536}",25,0,-114.24949753919272,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 3}",0
94,False,"{'a': 0.8, 'e': 0.3887839180742273}",20,0,25.99071452425706,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
95,False,"{'a': 0.8, 'e': 0.38489607889348504}",30,12,-74.37837889112993,"{0: 12, 1: 0, 2: 5, 3: 0, 4: 1}",1
96,False,"{'a': 0.8, 'e': 0.38104711810455016}",30,3,17.398145137230223,"{0: 24, 1: 1, 2: 2, 3: 0, 4: 0}",1
97,False,"{'a': 0.8, 'e': 0.37723664692350467}",20,15,12.433718862154151,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
98,False,"{'a': 0.8, 'e': 0.3734642804542696}",25,16,4.148550085917274,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
99,False,"{'a': 0.8, 'e': 0.3697296376497269}",20,11,-30.41002167455981,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
100,False,"{'a': 0.8, 'e': 0.3660323412732296}",30,2,-32.53940593730223,"{0: 24, 1: 1, 2: 2, 3: 0, 4: 1}",1
101,False,"{'a': 0.8, 'e': 0.3623720178604973}",20,0,-25.323197914409185,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
102,False,"{'a': 0.8, 'e': 0.3587482976818923}",35,23,-8.036654092959127,"{0: 10, 1: 1, 2: 0, 3: 1, 4: 0}",1
103,False,"{'a': 0.8, 'e': 0.3551608147050734}",25,20,9.193667190952505,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
104,False,"{'a': 0.8, 'e': 0.35160920655802264}",20,8,-11.579060257966194,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
105,False,"{'a': 0.8, 'e': 0.3480931144924424}",30,21,-27.8547558246605,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
106,False,"{'a': 0.8, 'e': 0.344612183347518}",20,7,14.587316033999485,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
107,False,"{'a': 0.8, 'e': 0.3411660615140428}",25,9,-60.017627895146724,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 2}",1
108,False,"{'a': 0.8, 'e': 0.33775440089890235}",20,7,11.890057001201043,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
109,False,"{'a': 0.8, 'e': 0.3343768568899133}",30,18,-74.80407968742533,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 2}",1
110,False,"{'a': 0.8, 'e': 0.3310330883210142}",30,1,-17.111159250635488,"{0: 24, 1: 1, 2: 4, 3: 0, 4: 0}",1
111,False,"{'a': 0.8, 'e': 0.32772275743780405}",20,0,19.424303062171905,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
112,False,"{'a': 0.8, 'e': 0.324445529863426}",20,3,4.723487412922684,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 0}",1
113,False,"{'a': 0.8, 'e': 0.32120107456479174}",20,1,-34.245606832976776,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 1}",1
114,False,"{'a': 0.8, 'e': 0.3179890638191438}",25,15,-18.454759486718856,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 0}",1
115,False,"{'a': 0.8, 'e': 0.31480917318095236}",20,0,-12.798124505588344,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
116,False,"{'a': 0.8, 'e': 0.31166108144914284}",20,0,-3.9840238968529893,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
117,False,"{'a': 0.8, 'e': 0.3085444706346514}",20,0,28.69983571139511,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
118,False,"{'a': 0.8, 'e': 0.3054590259283049}",20,10,17.023085635078534,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
119,False,"{'a': 0.8, 'e': 0.3024044356690218}",25,0,-7.111634975511597,"{0: 22, 1: 1, 2: 1, 3: 1, 4: 0}",0
120,False,"{'a': 0.8, 'e': 0.2993803913123316}",25,15,20.178868501777686,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
121,False,"{'a': 0.8, 'e': 0.29638658739920826}",25,17,13.942996920389024,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
122,False,"{'a': 0.8, 'e': 0.2934227215252162}",25,17,-9.277246499568797,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
123,False,"{'a': 0.8, 'e': 0.29048849430996404}",20,11,22.038173717666645,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
124,False,"{'a': 0.8, 'e': 0.2875836093668644}",35,16,7.517288281456017,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
125,False,"{'a': 0.8, 'e': 0.28470777327319574}",20,0,4.309073883707364,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
126,False,"{'a': 0.8, 'e': 0.2818606955404638}",25,0,-23.392711855908818,"{0: 20, 1: 2, 2: 2, 3: 1, 4: 0}",0
127,False,"{'a': 0.8, 'e': 0.27904208858505913}",20,7,-15.19118339087415,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 0}",1
128,False,"{'a': 0.8, 'e': 0.27625166769920856}",30,23,13.896345901912692,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
129,False,"{'a': 0.8, 'e': 0.2734891510222165}",20,3,27.241165750824756,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
130,False,"{'a': 0.8, 'e': 0.27075425951199433}",30,23,-27.952430409563018,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
131,False,"{'a': 0.8, 'e': 0.2680467169168744}",25,5,36.141578420323704,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
132,False,"{'a': 0.8, 'e': 0.2653662497477056}",20,1,-72.46913138602457,"{0: 13, 1: 2, 2: 2, 3: 1, 4: 1}",1
133,False,"{'a': 0.8, 'e': 0.26271258725022856}",20,0,23.56320462121116,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
134,False,"{'a': 0.8, 'e': 0.26008546137772626}",30,19,-1.3505301448430602,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
135,False,"{'a': 0.8, 'e': 0.257484606763949}",20,13,14.988271344394281,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
136,False,"{'a': 0.8, 'e': 0.25490976069630955}",20,6,13.676060023072141,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
137,False,"{'a': 0.8, 'e': 0.25236066308934646}",25,0,-7.534920761210915,"{0: 22, 1: 0, 2: 2, 3: 1, 4: 0}",0
138,False,"{'a': 0.8, 'e': 0.249837056458453}",35,27,16.49933438015547,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
139,False,"{'a': 0.8, 'e': 0.24733868589386848}",25,18,12.809653997090772,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
140,False,"{'a': 0.8, 'e': 0.2448652990349298}",30,19,-88.08977279981033,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 2}",1
141,False,"{'a': 0.8, 'e': 0.2424166460445805}",20,4,-12.876131867992836,"{0: 13, 1: 1, 2: 1, 3: 1, 4: 0}",1
142,False,"{'a': 0.8, 'e': 0.2399924795841347}",20,0,18.55563505667613,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
143,False,"{'a': 0.8, 'e': 0.23759255478829336}",25,9,2.0982352239091684,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
144,False,"{'a': 0.8, 'e': 0.23521662924041042}",30,0,14.713476773417948,"{0: 28, 1: 0, 2: 2, 3: 0, 4: 0}",0
145,False,"{'a': 0.8, 'e': 0.2328644629480063}",30,22,16.884151991919513,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
146,False,"{'a': 0.8, 'e': 0.23053581831852624}",20,10,-5.920704891904832,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
147,False,"{'a': 0.8, 'e': 0.22823046013534098}",20,14,11.480271379722788,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
148,False,"{'a': 0.8, 'e': 0.2259481555339876}",20,0,16.096749537007106,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
149,False,"{'a': 0.8, 'e': 0.22368867397864772}",25,3,32.88772670450722,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
150,False,"{'a': 0.8, 'e': 0.22145178723886125}",25,14,20.355821214561562,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
151,False,"{'a': 0.8, 'e': 0.21923726936647264}",20,9,19.453906903264276,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
152,False,"{'a': 0.8, 'e': 0.2170448966728079}",20,14,10.053721484162953,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
153,False,"{'a': 0.8, 'e': 0.21487444770607983}",20,7,-21.409401243643163,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
154,False,"{'a': 0.8, 'e': 0.21272570322901904}",20,15,-12.570260940146984,"{0: 4, 1: 0, 2: 0, 3: 1, 4: 0}",1
155,False,"{'a': 0.8, 'e': 0.21059844619672885}",25,12,-1.6494518501220172,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
156,False,"{'a': 0.8, 'e': 0.20849246173476157}",20,0,5.433715501610033,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",1
157,False,"{'a': 0.8, 'e': 0.20640753711741397}",20,11,14.997372436860427,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
158,False,"{'a': 0.8, 'e': 0.20434346174623982}",20,0,-1.5640360204063728,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
159,False,"{'a': 0.8, 'e': 0.20230002712877743}",30,0,22.010438261672135,"{0: 28, 1: 0, 2: 2, 3: 0, 4: 0}",0
160,False,"{'a': 0.8, 'e': 0.20027702685748966}",25,14,22.06001941578588,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
161,False,"{'a': 0.8, 'e': 0.19827425658891476}",30,4,45.3597231542229,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
162,False,"{'a': 0.8, 'e': 0.1962915140230256}",20,0,23.35213577803678,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
163,False,"{'a': 0.8, 'e': 0.19432859888279536}",25,16,16.226112584215844,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
164,False,"{'a': 0.8, 'e': 0.1923853128939674}",25,20,9.915679051869672,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
165,False,"{'a': 0.8, 'e': 0.19046145976502774}",30,20,19.76659200195498,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
166,False,"{'a': 0.8, 'e': 0.18855684516737745}",20,0,-54.020663115691946,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
167,False,"{'a': 0.8, 'e': 0.18667127671570366}",20,7,8.96514117441216,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
168,False,"{'a': 0.8, 'e': 0.18480456394854664}",30,17,15.971606179646747,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
169,False,"{'a': 0.8, 'e': 0.18295651830906118}",30,16,25.423744795430576,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
170,False,"{'a': 0.8, 'e': 0.18112695312597057}",20,0,-18.648321987804604,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",1
171,False,"{'a': 0.8, 'e': 0.17931568359471087}",30,18,10.388107036280612,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
172,False,"{'a': 0.8, 'e': 0.17752252675876376}",20,7,26.01024810720587,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
173,False,"{'a': 0.8, 'e': 0.17574730149117612}",20,4,8.824064342002707,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
174,False,"{'a': 0.8, 'e': 0.17398982847626437}",30,20,17.30938729280209,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
175,False,"{'a': 0.8, 'e': 0.17224993019150173}",30,0,13.611438775660067,"{0: 28, 1: 1, 2: 0, 3: 1, 4: 0}",0
176,False,"{'a': 0.8, 'e': 0.17052743088958672}",25,18,-37.59447657387,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 1}",1
177,False,"{'a': 0.8, 'e': 0.16882215658069086}",20,6,14.50211306844671,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
178,False,"{'a': 0.8, 'e': 0.16713393501488394}",20,0,-7.442523022359107,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
179,False,"{'a': 0.8, 'e': 0.1654625956647351}",20,8,3.0850169484777745,"{0: 10, 1: 2, 2: 0, 3: 0, 4: 0}",1
180,False,"{'a': 0.8, 'e': 0.16380796970808775}",20,10,-1.6950068964566172,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
181,False,"{'a': 0.8, 'e': 0.16216989001100687}",25,17,15.21465812005799,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
182,False,"{'a': 0.8, 'e': 0.1605481911108968}",25,4,31.991592584433228,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
183,False,"{'a': 0.8, 'e': 0.15894270919978784}",30,18,22.60348561925478,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
184,False,"{'a': 0.8, 'e': 0.15735328210778995}",30,18,22.546632221476372,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
